Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Subcategory,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
WM-100389,2024-09-06,2024-09-08,Standard Class,CUST-1107,Karina Cooper,Consumer,United States,Matthewshire,Florida,South,PROD-81741,Office Supplies,Paper,A4 Paper Pack,1480.38,8,154.23,No,Cash on Delivery
WM-100390,2024-06-09,2024-06-15,First Class,CUST-2436,Scott Alexander,Consumer,United States,North Corymouth,New York,East,PROD-24272,Furniture,Chairs,Office Chair,885.57,3,251.7,No,UPI
WM-100391,2026-04-13,2026-04-17,First Class,CUST-6289,Caitlin Cantu,Corporate,United States,South Jamesberg,Massachusetts,East,PROD-59668,Office Supplies,Paper,A4 Paper Pack,1878.35,6,599.51,Yes,Credit Card
WM-100392,2024-12-08,2024-12-09,Second Class,CUST-4425,Matthew Banks,Home Office,United States,Clarencestad,Florida,South,PROD-17626,Technology,Accessories,Wireless Mouse,1742.66,5,83.9,No,Credit Card
WM-100393,2025-04-26,2025-04-30,Second Class,CUST-9132,Michele Smith,Home Office,United States,South Conniebury,Nevada,West,PROD-92818,Office Supplies,Storage,File Organizer,1529.93,6,25.77,No,UPI
WM-100394,2024-11-19,2024-11-21,Second Class,CUST-7793,Jill Smith,Corporate,United States,Millershire,Georgia,South,PROD-15962,Office Supplies,Binders,Heavy Duty Binder,23.92,1,2.61,Yes,Cash on Delivery
WM-100395,2025-11-18,2025-11-24,Standard Class,CUST-2865,Benjamin Reyes,Home Office,United States,Lisachester,Illinois,Central,PROD-53684,Furniture,Bookcases,Wooden Bookcase,718.43,2,27.66,No,Cash on Delivery
WM-100396,2024-09-11,2024-09-18,Second Class,CUST-8888,Robert Baxter,Consumer,United States,North Lawrenceport,Florida,South,PROD-92208,Furniture,Chairs,Gaming Chair,858.08,8,267.96,Yes,UPI
WM-100397,2024-06-03,2024-06-10,Standard Class,CUST-4412,Carly Bell,Home Office,United States,North Alyssa,Michigan,Central,PROD-99848,Technology,Copiers,HP Copier,1312.26,10,296.88,No,Cash on Delivery
WM-100398,2026-05-12,2026-05-15,Second Class,CUST-2914,Michael Heath,Corporate,United States,Lake Kaitlin,Texas,Central,PROD-51222,Furniture,Tables,Dining Table,2459.37,9,686.37,No,Credit Card
WM-100399,2025-08-28,2025-08-31,Second Class,CUST-2838,Heather Jordan,Corporate,United States,North Donaldville,Michigan,Central,PROD-14901,Furniture,Tables,Dining Table,1140.73,5,-3.12,No,Debit Card
WM-100400,2024-08-01,2024-08-06,First Class,CUST-3347,Kyle Griffith,Consumer,United States,East Joshua,Nevada,West,PROD-77652,Office Supplies,Binders,Heavy Duty Binder,402.11,6,126.92,No,Debit Card
WM-100401,2026-03-17,2026-03-24,Standard Class,CUST-6460,Sheri Harris,Corporate,United States,Kimberlytown,New York,East,PROD-16047,Technology,Accessories,Laptop Sleeve,1315.42,1,52.54,Yes,Credit Card
WM-100402,2025-10-11,2025-10-14,Same Day,CUST-2927,Steven Blevins,Corporate,United States,Lake Peter,Texas,Central,PROD-29571,Office Supplies,Paper,A4 Paper Pack,517.38,5,12.67,No,Debit Card
WM-100403,2025-06-20,2025-06-22,First Class,CUST-5011,Andrea Oneal,Consumer,United States,Cruzbury,Texas,Central,PROD-19337,Furniture,Bookcases,Wooden Bookcase,1365.47,9,59.15,No,Cash on Delivery
WM-100404,2025-03-24,2025-03-28,Standard Class,CUST-7987,Laura Diaz,Corporate,United States,West Sarahberg,Michigan,Central,PROD-33459,Furniture,Chairs,Office Chair,2260.17,1,-118.28,Yes,Net Banking
WM-100405,2026-01-16,2026-01-22,Second Class,CUST-2522,Kevin Smith,Home Office,United States,Port Thomas,North Carolina,South,PROD-71377,Technology,Accessories,Wireless Mouse,1900.84,9,-122.9,No,Credit Card
WM-100406,2026-01-31,2026-02-04,First Class,CUST-7423,Dustin Marquez,Consumer,United States,North Sandra,North Carolina,South,PROD-97186,Office Supplies,Storage,File Organizer,594.6,4,-21,No,Cash on Delivery
WM-100407,2024-07-31,2024-08-04,First Class,CUST-6711,Kimberly Hernandez,Home Office,United States,Hendersonfurt,Michigan,Central,PROD-85324,Technology,Phones,iPhone 15,299.96,8,32.26,No,Debit Card
WM-100408,2026-02-14,2026-02-19,Same Day,CUST-4908,Gabriel Willis,Home Office,United States,West Christianborough,Nevada,West,PROD-41941,Office Supplies,Binders,Heavy Duty Binder,1630.64,5,227.86,No,Net Banking
WM-100409,2024-07-11,2024-07-13,First Class,CUST-9921,Tim Wilson,Home Office,United States,West Hollybury,New Jersey,East,PROD-40953,Technology,Phones,Samsung Galaxy S24,2038.51,10,191.65,No,Debit Card
WM-100410,2024-08-28,2024-08-31,Standard Class,CUST-2781,Chad Smith,Home Office,United States,West Elizabethburgh,Nevada,West,PROD-88172,Furniture,Bookcases,Metal Bookcase,1396.62,8,-28.94,No,UPI
WM-100411,2025-07-03,2025-07-04,Second Class,CUST-3444,Michelle Jackson,Corporate,United States,Bentonhaven,Michigan,Central,PROD-79632,Office Supplies,Storage,Storage Box,559.68,3,167.49,Yes,Cash on Delivery
WM-100412,2024-12-22,2024-12-25,First Class,CUST-2462,Bailey Yoder,Home Office,United States,Lake Kimberly,Virginia,South,PROD-11064,Furniture,Chairs,Executive Chair,763.34,5,239.17,No,Net Banking
WM-100413,2025-07-08,2025-07-13,Standard Class,CUST-5623,Michael Ray,Consumer,United States,Lindsayview,Georgia,South,PROD-40833,Technology,Phones,Samsung Galaxy S24,2420.39,1,524.04,No,UPI
WM-100414,2024-07-10,2024-07-14,Second Class,CUST-4083,Mr. Jacob Scott Jr.,Home Office,United States,South Spencerstad,North Carolina,South,PROD-60409,Office Supplies,Paper,Sticky Notes,1099.27,4,217.79,No,Cash on Delivery
WM-100415,2024-07-01,2024-07-03,Same Day,CUST-3224,Alexandria Williams,Consumer,United States,East Joycetown,Georgia,South,PROD-27985,Technology,Copiers,HP Copier,48.77,1,-1.72,No,UPI
WM-100416,2024-10-14,2024-10-19,Second Class,CUST-7959,Shannon Tran,Home Office,United States,Patrickberg,Virginia,South,PROD-10973,Office Supplies,Binders,Heavy Duty Binder,1071.83,8,78.37,No,Net Banking
WM-100417,2025-04-16,2025-04-20,Same Day,CUST-7038,Erica Mckenzie,Consumer,United States,Walkerbury,Georgia,South,PROD-86056,Office Supplies,Storage,File Organizer,2317.88,10,150.98,Yes,UPI
WM-100418,2024-10-14,2024-10-18,Second Class,CUST-8740,Jose Williams,Home Office,United States,Davidton,Washington,West,PROD-96997,Office Supplies,Storage,File Organizer,1302.03,9,391.21,Yes,Credit Card
WM-100419,2026-03-31,2026-04-04,Same Day,CUST-6782,Ryan Murphy,Corporate,United States,Jonesmouth,Texas,Central,PROD-47907,Technology,Copiers,HP Copier,1146.01,8,181.4,No,Debit Card
WM-100420,2025-01-09,2025-01-10,First Class,CUST-1447,Elizabeth Dean,Corporate,United States,Smithborough,Oregon,West,PROD-73538,Office Supplies,Storage,File Organizer,1580.66,10,-37.8,Yes,Credit Card
WM-100421,2026-01-18,2026-01-23,Second Class,CUST-3476,Morgan Payne,Home Office,United States,Richardsonfort,New York,East,PROD-68543,Technology,Accessories,Wireless Mouse,716.81,5,-67.1,Yes,Cash on Delivery
WM-100422,2025-04-11,2025-04-13,Second Class,CUST-3525,Joshua Fields,Corporate,United States,East Adam,Pennsylvania,East,PROD-64125,Office Supplies,Binders,Heavy Duty Binder,2002.44,1,108.7,Yes,UPI
WM-100423,2026-03-18,2026-03-20,Standard Class,CUST-1860,Elizabeth Harris,Consumer,United States,West Aaronfurt,New Jersey,East,PROD-70819,Office Supplies,Storage,Storage Box,1452.84,6,-109.77,No,UPI
WM-100424,2024-07-13,2024-07-17,Same Day,CUST-1194,Brenda Ramirez,Corporate,United States,South Travis,North Carolina,South,PROD-68827,Technology,Copiers,HP Copier,1715.1,7,194.78,No,UPI
WM-100425,2025-04-13,2025-04-20,Standard Class,CUST-5183,Jacqueline Villegas,Home Office,United States,East Phyllishaven,Texas,Central,PROD-86569,Furniture,Bookcases,Metal Bookcase,1090.83,5,55.34,No,UPI
WM-100426,2025-10-04,2025-10-09,Standard Class,CUST-2113,Angela Bradley,Consumer,United States,New Codyberg,Georgia,South,PROD-63903,Office Supplies,Storage,Storage Box,856.77,3,35.1,Yes,Credit Card
WM-100427,2024-11-27,2024-11-30,Standard Class,CUST-4552,Samuel Howe,Home Office,United States,Batesberg,Nevada,West,PROD-93634,Technology,Phones,Google Pixel 8,644.7,1,-57.59,Yes,Credit Card
WM-100428,2025-01-30,2025-02-05,Standard Class,CUST-4018,David Harding,Corporate,United States,Haynesmouth,California,West,PROD-48609,Office Supplies,Binders,Heavy Duty Binder,1914.37,10,500.49,No,UPI
WM-100429,2024-08-20,2024-08-26,First Class,CUST-2022,Christopher Owens,Corporate,United States,Port Kayla,Nevada,West,PROD-60933,Technology,Accessories,Laptop Sleeve,1929.3,6,30.49,Yes,Cash on Delivery
WM-100430,2026-01-16,2026-01-17,Same Day,CUST-2776,Eric Baker,Consumer,United States,Martinezstad,Oregon,West,PROD-80861,Technology,Phones,Samsung Galaxy S24,1239.47,4,216.46,No,UPI
WM-100431,2026-02-28,2026-03-01,Same Day,CUST-1307,Lindsey Lewis,Corporate,United States,North Ericport,New York,East,PROD-29510,Technology,Copiers,Canon Copier,106.46,2,16.73,No,Credit Card
WM-100432,2025-02-28,2025-03-03,Same Day,CUST-8144,Anthony Evans,Corporate,United States,Eddiebury,Nevada,West,PROD-19188,Technology,Phones,Google Pixel 8,2263.45,10,-222.57,No,Net Banking
WM-100433,2026-03-22,2026-03-23,Same Day,CUST-1904,Paul Wright,Home Office,United States,North Stephanie,New York,East,PROD-94813,Technology,Copiers,Canon Copier,1426.76,6,71.41,No,Credit Card
WM-100434,2024-08-30,2024-09-05,Second Class,CUST-5896,Ronald Haas,Home Office,United States,Garciaberg,Ohio,Central,PROD-61131,Furniture,Tables,Coffee Table,523.74,9,-43.1,No,Credit Card
WM-100435,2025-03-13,2025-03-19,Same Day,CUST-7369,Teresa Miller,Consumer,United States,East Madison,Michigan,Central,PROD-80851,Furniture,Bookcases,Metal Bookcase,489.87,1,-6.42,No,Cash on Delivery
WM-100436,2024-06-13,2024-06-14,Same Day,CUST-9791,Christina Brewer PhD,Consumer,United States,Samanthaland,Virginia,South,PROD-85936,Furniture,Chairs,Gaming Chair,857.54,1,70.73,No,Debit Card
WM-100437,2024-08-31,2024-09-06,Standard Class,CUST-3822,Joel Jackson,Home Office,United States,Port Mariamouth,California,West,PROD-16548,Office Supplies,Binders,Heavy Duty Binder,67.28,10,-5.34,No,Cash on Delivery
WM-100438,2025-06-17,2025-06-24,Standard Class,CUST-4320,Michael Thompson,Corporate,United States,Underwoodfurt,Nevada,West,PROD-54216,Office Supplies,Binders,Ring Binder,2047.33,2,253.28,No,UPI
WM-100439,2025-05-09,2025-05-12,First Class,CUST-2035,Amanda Harvey,Consumer,United States,East Joshua,Texas,Central,PROD-45899,Office Supplies,Storage,Storage Box,2094.34,4,510.81,No,Debit Card
WM-100440,2025-04-13,2025-04-17,Same Day,CUST-3584,Karen Miller,Consumer,United States,Lake Kenneth,Georgia,South,PROD-73827,Office Supplies,Paper,A4 Paper Pack,624.24,10,-50.99,Yes,Credit Card
WM-100441,2025-10-09,2025-10-15,Second Class,CUST-4377,Kelly Mccoy,Consumer,United States,Taylorborough,California,West,PROD-93863,Furniture,Chairs,Executive Chair,1492.45,5,130.29,No,Cash on Delivery
WM-100442,2025-06-04,2025-06-10,First Class,CUST-6699,Kari Durham,Corporate,United States,South Kimberlystad,Virginia,South,PROD-10599,Furniture,Chairs,Executive Chair,113.3,3,25.24,Yes,Net Banking
WM-100443,2024-06-17,2024-06-22,Second Class,CUST-5528,Daniel Huang,Consumer,United States,Paulburgh,Massachusetts,East,PROD-35391,Furniture,Bookcases,Wooden Bookcase,917.52,9,117.8,No,Credit Card
WM-100444,2025-07-13,2025-07-19,Second Class,CUST-8121,Kevin Hall,Corporate,United States,Brianfort,New Jersey,East,PROD-53816,Technology,Phones,iPhone 15,2308.23,1,439,No,Net Banking
WM-100445,2024-12-01,2024-12-06,Standard Class,CUST-4855,Robert Stark,Home Office,United States,North John,Florida,South,PROD-68303,Furniture,Bookcases,Wooden Bookcase,456.2,1,53.96,Yes,Net Banking
WM-100446,2025-08-18,2025-08-20,Same Day,CUST-4276,Rebecca Kelly,Corporate,United States,Port Wendybury,Michigan,Central,PROD-38922,Furniture,Bookcases,Metal Bookcase,1951.86,6,4.88,No,Credit Card
WM-100447,2025-01-30,2025-02-01,Second Class,CUST-8499,Melissa Sloan,Home Office,United States,East Joel,Virginia,South,PROD-35448,Furniture,Tables,Dining Table,2321.16,8,-46.13,No,Cash on Delivery
WM-100448,2025-08-08,2025-08-14,Same Day,CUST-7852,Travis Copeland,Consumer,United States,Lake Jackieshire,Illinois,Central,PROD-55033,Technology,Phones,iPhone 15,1430.29,5,-55.17,No,Debit Card
WM-100449,2025-06-12,2025-06-17,Second Class,CUST-8757,Anthony Guzman,Corporate,United States,Weaverburgh,Illinois,Central,PROD-46591,Office Supplies,Storage,Storage Box,2425.94,4,-148.19,No,Credit Card
WM-100450,2026-05-10,2026-05-15,Same Day,CUST-1724,Renee Peterson,Consumer,United States,New Timothymouth,Georgia,South,PROD-71689,Furniture,Tables,Coffee Table,571.57,10,186.23,Yes,Net Banking
WM-100451,2025-02-03,2025-02-10,Standard Class,CUST-1203,Charles Bush,Home Office,United States,Port Megan,Nevada,West,PROD-63296,Office Supplies,Paper,Sticky Notes,1999.08,2,207.1,No,Debit Card
WM-100452,2025-07-10,2025-07-11,Standard Class,CUST-8452,Toni Brooks,Corporate,United States,Port Daniel,Pennsylvania,East,PROD-28169,Technology,Phones,Google Pixel 8,59.51,5,-1.62,No,UPI
WM-100453,2025-01-17,2025-01-24,Standard Class,CUST-5859,William Oconnor,Corporate,United States,Willismouth,Pennsylvania,East,PROD-45361,Office Supplies,Paper,A4 Paper Pack,1575.72,7,475.94,No,Net Banking
WM-100454,2025-10-14,2025-10-19,Same Day,CUST-6989,Michael Hoffman,Corporate,United States,Connerfort,New York,East,PROD-91151,Office Supplies,Paper,A4 Paper Pack,2364.4,6,708.35,Yes,Credit Card
WM-100455,2026-02-19,2026-02-24,Second Class,CUST-9841,Eric Barker,Consumer,United States,Jeffreyshire,Ohio,Central,PROD-95070,Furniture,Bookcases,Wooden Bookcase,1779.16,4,-67.11,No,UPI
WM-100456,2025-11-24,2025-11-29,First Class,CUST-8412,Jenna Gamble,Corporate,United States,East Jessica,Massachusetts,East,PROD-75726,Technology,Accessories,USB-C Hub,1706.96,5,-128.86,No,Net Banking
WM-100457,2025-10-06,2025-10-10,Standard Class,CUST-2313,Taylor Taylor,Corporate,United States,East Carriebury,Nevada,West,PROD-33437,Office Supplies,Storage,File Organizer,1559.96,2,-23.78,No,Cash on Delivery
WM-100458,2024-10-05,2024-10-11,First Class,CUST-7824,Tracey Underwood,Home Office,United States,East Michaelmouth,California,West,PROD-80966,Furniture,Tables,Dining Table,386.93,3,113.66,Yes,Debit Card
WM-100459,2024-11-06,2024-11-12,First Class,CUST-7745,Barry Scott,Home Office,United States,Seanview,North Carolina,South,PROD-54930,Technology,Accessories,Laptop Sleeve,73.28,4,-5.25,No,Cash on Delivery
WM-100460,2025-05-03,2025-05-05,Second Class,CUST-8933,Tracy Wilkerson,Corporate,United States,Lake Aaronfurt,Virginia,South,PROD-47767,Technology,Accessories,Laptop Sleeve,2247.74,5,-51.06,No,Credit Card
WM-100461,2025-07-26,2025-07-31,Second Class,CUST-3641,Ronald Kramer,Consumer,United States,Maciasstad,Pennsylvania,East,PROD-25324,Technology,Accessories,Wireless Mouse,2311.85,9,65.57,No,Credit Card
WM-100462,2026-02-07,2026-02-09,Second Class,CUST-7109,Elizabeth Flores,Corporate,United States,East Shannon,Illinois,Central,PROD-80761,Technology,Accessories,USB-C Hub,528.79,1,105.49,No,Debit Card
WM-100463,2024-09-29,2024-10-06,Standard Class,CUST-9948,Kimberly Villanueva,Home Office,United States,North Matthewfurt,Texas,Central,PROD-53421,Furniture,Tables,Coffee Table,380.55,8,120.83,No,Cash on Delivery
WM-100464,2025-11-26,2025-12-03,Same Day,CUST-1656,Tommy Martin,Consumer,United States,West Brookefort,North Carolina,South,PROD-98867,Office Supplies,Storage,Storage Box,1421.77,8,74.51,Yes,Net Banking
WM-100465,2025-02-09,2025-02-16,Second Class,CUST-9625,Colton Terry,Consumer,United States,Mooreville,Oregon,West,PROD-46428,Furniture,Tables,Study Table,566.5,6,-33.07,Yes,Debit Card
WM-100466,2024-11-28,2024-12-03,First Class,CUST-7513,James Dunn,Consumer,United States,Donnaport,California,West,PROD-66051,Office Supplies,Paper,A4 Paper Pack,998.17,8,42.91,Yes,Cash on Delivery
WM-100467,2024-05-30,2024-06-02,Second Class,CUST-8278,Edward Stanley,Home Office,United States,Hernandezstad,North Carolina,South,PROD-64474,Furniture,Tables,Coffee Table,784.05,8,230.07,Yes,UPI
WM-100468,2024-11-04,2024-11-06,First Class,CUST-8776,Edgar Miller,Home Office,United States,Gonzaleztown,Illinois,Central,PROD-53963,Office Supplies,Paper,Sticky Notes,2092.07,10,-128.17,No,Credit Card
WM-100469,2025-06-11,2025-06-14,Second Class,CUST-4047,Deborah May,Corporate,United States,West Kristenfort,Florida,South,PROD-47940,Furniture,Tables,Study Table,1047.99,9,113.13,No,Net Banking
WM-100470,2025-03-10,2025-03-14,Second Class,CUST-5303,Andrew Gonzales,Corporate,United States,Lopezfurt,Florida,South,PROD-93958,Technology,Copiers,Canon Copier,1407.02,8,1.45,Yes,UPI
WM-100471,2025-08-09,2025-08-15,Same Day,CUST-2093,Paul Contreras,Home Office,United States,Jeremyview,Oregon,West,PROD-57416,Technology,Phones,Samsung Galaxy S24,1619.07,1,-74.95,No,Net Banking
WM-100472,2025-04-14,2025-04-20,First Class,CUST-3668,Leah Spencer,Home Office,United States,Lake Mauriceside,Virginia,South,PROD-17669,Technology,Copiers,Canon Copier,2049.34,6,267.72,Yes,Debit Card
WM-100473,2025-07-17,2025-07-19,Standard Class,CUST-5749,Taylor Armstrong,Corporate,United States,Cardenaschester,Michigan,Central,PROD-79417,Office Supplies,Binders,Heavy Duty Binder,151.16,6,13.42,No,Credit Card
WM-100474,2025-03-30,2025-04-04,First Class,CUST-6939,Michelle Shaw,Consumer,United States,South Kent,Massachusetts,East,PROD-80047,Furniture,Bookcases,Wooden Bookcase,820.07,6,223.12,No,Net Banking
WM-100475,2025-05-11,2025-05-14,Standard Class,CUST-4569,William Stanton,Consumer,United States,North Stacy,Illinois,Central,PROD-75979,Furniture,Chairs,Executive Chair,945.08,8,80.71,No,Debit Card
WM-100476,2024-07-27,2024-07-28,First Class,CUST-3277,Jessica Osborn DDS,Corporate,United States,East Brad,New York,East,PROD-88335,Technology,Accessories,Wireless Mouse,2050.73,1,237.44,No,Net Banking
WM-100477,2024-08-03,2024-08-09,Second Class,CUST-6036,James Nguyen,Consumer,United States,Luisland,Illinois,Central,PROD-37504,Office Supplies,Paper,A4 Paper Pack,2040.14,4,-85.85,No,Debit Card
WM-100478,2026-01-28,2026-01-29,Standard Class,CUST-9412,Laurie Harrington,Home Office,United States,Apriltown,Nevada,West,PROD-17768,Office Supplies,Binders,Ring Binder,1941.24,7,-156.98,Yes,UPI
WM-100479,2025-08-27,2025-09-02,Second Class,CUST-4027,Traci Garcia,Home Office,United States,South Edwardshire,Oregon,West,PROD-56076,Furniture,Chairs,Gaming Chair,45.48,2,11.46,No,Credit Card
WM-100480,2026-04-01,2026-04-04,Standard Class,CUST-2623,Hailey Jenkins,Home Office,United States,New Kimberlyport,Washington,West,PROD-11832,Office Supplies,Paper,Sticky Notes,418.18,9,105.11,No,Net Banking
WM-100481,2025-09-12,2025-09-13,First Class,CUST-4033,Christopher Powell,Corporate,United States,Penashire,Massachusetts,East,PROD-98280,Technology,Phones,Google Pixel 8,2434.48,2,769.06,No,Credit Card
WM-100482,2025-11-15,2025-11-20,Standard Class,CUST-8633,Patrick Mccall,Consumer,United States,Williamsmouth,Pennsylvania,East,PROD-78121,Technology,Accessories,Wireless Mouse,584.33,2,141.78,No,Debit Card
WM-100483,2025-01-24,2025-01-25,First Class,CUST-8273,John Horton,Consumer,United States,Andrewport,North Carolina,South,PROD-82602,Office Supplies,Paper,A4 Paper Pack,833.73,2,60.99,No,UPI
WM-100484,2025-12-26,2026-01-01,Standard Class,CUST-7494,Roger Adams,Corporate,United States,Port Jeremyport,Michigan,Central,PROD-78506,Furniture,Chairs,Gaming Chair,931.25,1,325.4,No,Credit Card
WM-100485,2024-10-20,2024-10-25,First Class,CUST-4281,Thomas Russell,Home Office,United States,Jacobsland,Washington,West,PROD-62990,Technology,Accessories,Laptop Sleeve,2444.38,3,-173.26,No,Credit Card
WM-100486,2026-02-24,2026-03-03,First Class,CUST-8795,Rick Jones,Home Office,United States,Malonestad,New Jersey,East,PROD-89058,Office Supplies,Paper,Sticky Notes,1789.46,10,299.09,No,UPI
WM-100487,2026-04-10,2026-04-11,Standard Class,CUST-2631,Carrie Golden,Home Office,United States,Taylorhaven,North Carolina,South,PROD-16927,Furniture,Tables,Dining Table,641.71,8,2.48,No,Credit Card
WM-100488,2024-06-22,2024-06-28,Standard Class,CUST-9518,Thomas Bush,Corporate,United States,Port Brian,Florida,South,PROD-71082,Furniture,Tables,Study Table,830.85,5,149.46,Yes,Debit Card
WM-100489,2025-06-24,2025-06-29,Same Day,CUST-2951,Thomas Maldonado,Corporate,United States,Michealmouth,Michigan,Central,PROD-68997,Technology,Copiers,Canon Copier,872.17,9,127.32,Yes,Cash on Delivery
WM-100490,2025-05-09,2025-05-11,Same Day,CUST-8056,Seth Matthews,Consumer,United States,West Tracy,Virginia,South,PROD-50954,Technology,Phones,iPhone 15,1400.53,5,417.52,No,UPI
WM-100491,2025-12-30,2026-01-05,Second Class,CUST-9301,Ann Johnson,Consumer,United States,Maxview,Florida,South,PROD-61299,Office Supplies,Storage,File Organizer,1393.38,9,219.45,No,Cash on Delivery
WM-100492,2026-03-24,2026-03-31,Second Class,CUST-7003,Danny Clark,Corporate,United States,East Melissaborough,Virginia,South,PROD-86541,Office Supplies,Storage,File Organizer,2444.9,6,-176.91,Yes,Credit Card
WM-100493,2025-05-31,2025-06-03,Second Class,CUST-6113,Maria Burke,Home Office,United States,Palmertown,Michigan,Central,PROD-21133,Furniture,Tables,Coffee Table,1041.59,1,205.77,No,Credit Card
WM-100494,2025-12-02,2025-12-07,Same Day,CUST-5368,Maria Coleman,Consumer,United States,East Johnnyport,Texas,Central,PROD-71564,Technology,Phones,iPhone 15,828.77,8,162.44,No,Net Banking
WM-100495,2024-12-09,2024-12-12,First Class,CUST-9138,Eric Meyer,Home Office,United States,Yorkmouth,Oregon,West,PROD-97475,Technology,Copiers,Canon Copier,1439.9,8,-79.16,No,Cash on Delivery
WM-100496,2025-06-29,2025-07-03,First Class,CUST-5344,Dr. Sara Hoffman DDS,Consumer,United States,Silvatown,Pennsylvania,East,PROD-48970,Technology,Accessories,Wireless Mouse,1595.9,2,443.93,No,Net Banking
WM-100497,2025-06-06,2025-06-12,Standard Class,CUST-9700,William Davidson,Corporate,United States,Kennethville,Georgia,South,PROD-65981,Office Supplies,Storage,Storage Box,2113.58,2,351.57,No,Debit Card
WM-100498,2024-10-21,2024-10-25,First Class,CUST-9443,Ralph Yoder,Corporate,United States,Joseport,Texas,Central,PROD-98022,Office Supplies,Paper,Sticky Notes,1665.37,6,-16.6,No,Net Banking
WM-100499,2025-12-09,2025-12-14,Standard Class,CUST-9556,Jonathan Phillips,Consumer,United States,Guerreroberg,New York,East,PROD-57746,Office Supplies,Storage,Storage Box,1258.03,8,25.88,No,UPI
WM-100500,2025-08-23,2025-08-30,Second Class,CUST-7757,Laura Lee,Corporate,United States,Sullivanton,Massachusetts,East,PROD-47623,Furniture,Bookcases,Metal Bookcase,1099.76,6,315.72,Yes,Debit Card
